train_no,station_code,event_type,actual_time_ts,delay_minutes
T0655,CGR,DEPARTURE,37:11.8,1.7
T0655,CNS,ARRIVAL,43:26.5,0.84
T0655,CNS,DEPARTURE,43:56.5,0.84
T0655,BDC,ARRIVAL,54:42.5,0.61
T0655,BDC,DEPARTURE,55:12.5,0.61
T0656,HWH,ARRIVAL,05:18.8,0.31
T0656,HWH,DEPARTURE,07:18.8,0.31
T0656,BDC,ARRIVAL,15:19.4,0.32
T0656,BDC,DEPARTURE,15:49.4,0.32
T0657,HWH,ARRIVAL,35:53.1,0.89
T0657,HWH,DEPARTURE,37:53.1,0.89
T0657,CGR,ARRIVAL,49:06.7,4.11
T0657,CGR,DEPARTURE,49:36.7,4.11
T0657,CNS,ARRIVAL,53:28.0,0.87
T0657,CNS,DEPARTURE,53:58.0,0.87
T0657,BDC,ARRIVAL,04:45.2,0.65
T0657,BDC,DEPARTURE,05:15.2,0.65
T0658,HWH,ARRIVAL,06:03.0,1.05
T0658,HWH,DEPARTURE,08:03.0,1.05
T0658,BLY,ARRIVAL,18:12.0,0.5
T0658,BLY,DEPARTURE,18:42.0,0.5
T0658,SRP,ARRIVAL,22:39.0,0.05
T0658,SRP,DEPARTURE,23:09.0,0.05
T0658,CGR,ARRIVAL,29:57.7,0.66
T0658,CGR,DEPARTURE,30:27.7,0.66
T0658,CNS,ARRIVAL,39:25.7,2.53
T0658,CNS,DEPARTURE,39:55.7,2.53
T0658,BDC,ARRIVAL,48:33.3,0.15
T0658,BDC,DEPARTURE,49:03.3,0.15
T0659,HWH,ARRIVAL,40:56.2,0.94
T0659,HWH,DEPARTURE,42:56.2,0.94
T0659,BLY,ARRIVAL,52:52.8,0.18
T0659,BLY,DEPARTURE,53:22.8,0.18
T0659,SRP,ARRIVAL,58:12.8,0.61
T0659,SRP,DEPARTURE,58:42.8,0.61
T0659,CGR,ARRIVAL,04:22.9,0.08
T0659,CGR,DEPARTURE,04:52.9,0.08
T0659,CNS,ARRIVAL,12:22.7,0.48
T0659,CNS,DEPARTURE,12:52.7,0.48
T0659,BDC,ARRIVAL,24:31.7,1.13
T0659,BDC,DEPARTURE,25:01.7,1.13
T0660,HWH,ARRIVAL,05:20.5,0.34
T0660,HWH,DEPARTURE,07:20.5,0.34
T0660,SRP,ARRIVAL,15:52.5,0.87
T0660,SRP,DEPARTURE,16:22.5,0.87
T0660,CGR,ARRIVAL,22:58.2,1.27
T0660,CGR,DEPARTURE,23:28.2,1.27
T0660,CNS,ARRIVAL,31:23.7,2.1
T0660,CNS,DEPARTURE,31:53.7,2.1
T0660,BDC,ARRIVAL,41:00.8,0.21
T0660,BDC,DEPARTURE,41:30.8,0.21
T0661,HWH,ARRIVAL,30:24.5,0.41
T0661,HWH,DEPARTURE,32:24.5,0.41
T0661,CGR,ARRIVAL,40:07.9,0.13
T0661,CGR,DEPARTURE,40:37.9,0.13
T0661,CNS,ARRIVAL,51:30.8,3.91
T0661,CNS,DEPARTURE,52:00.8,3.91
T0661,BDC,ARRIVAL,01:11.6,2.09
T0661,BDC,DEPARTURE,01:41.6,2.09
T0662,HWH,ARRIVAL,05:37.3,0.62
T0662,HWH,DEPARTURE,07:37.3,0.62
T0662,BLY,ARRIVAL,19:10.6,1.48
T0662,BLY,DEPARTURE,19:40.6,1.48
T0662,SRP,ARRIVAL,23:11.3,0.59
T0662,SRP,DEPARTURE,23:41.3,0.59
T0662,CGR,ARRIVAL,30:04.9,0.78
T0662,CGR,DEPARTURE,30:34.9,0.78
T0662,CNS,ARRIVAL,36:58.5,0.07
T0662,CNS,DEPARTURE,37:28.5,0.07
T0662,BDC,ARRIVAL,49:31.6,1.13
T0662,BDC,DEPARTURE,50:01.6,1.13
T0663,HWH,ARRIVAL,40:06.6,0.11
T0663,HWH,DEPARTURE,42:06.6,0.11
T0663,BLY,ARRIVAL,54:06.0,1.4
T0663,BLY,DEPARTURE,54:36.0,1.4
T0663,SRP,ARRIVAL,58:49.1,1.22
T0663,SRP,DEPARTURE,59:19.1,1.22
T0663,CGR,ARRIVAL,05:17.2,0.99
T0663,CGR,DEPARTURE,05:47.2,0.99
T0663,CNS,ARRIVAL,11:55.8,0.03
T0663,CNS,DEPARTURE,12:25.8,0.03
T0663,BDC,ARRIVAL,23:41.3,0.29
T0663,BDC,DEPARTURE,24:11.3,0.29
T0664,HWH,ARRIVAL,05:14.7,0.24
T0664,HWH,DEPARTURE,07:14.7,0.24
T0664,SRP,ARRIVAL,15:21.4,0.36
T0664,SRP,DEPARTURE,15:51.4,0.36
T0664,CGR,ARRIVAL,21:46.4,0.07
T0664,CGR,DEPARTURE,22:16.4,0.07
T0664,CNS,ARRIVAL,31:30.7,2.21
T0664,CNS,DEPARTURE,32:00.7,2.21
T0664,BDC,ARRIVAL,41:26.7,0.65
T0664,BDC,DEPARTURE,41:56.7,0.65
T0665,HWH,ARRIVAL,30:17.5,0.29
T0665,HWH,DEPARTURE,32:17.5,0.29
T0665,BDC,ARRIVAL,40:24.3,0.4
T0665,BDC,DEPARTURE,40:54.3,0.4
T0666,HWH,ARRIVAL,05:28.5,0.47
T0666,HWH,DEPARTURE,07:28.5,0.47
T0666,CGR,ARRIVAL,15:44.1,0.73
T0666,CGR,DEPARTURE,16:14.1,0.73
T0666,CNS,ARRIVAL,23:10.8,0.58
T0666,CNS,DEPARTURE,23:40.8,0.58
T0666,BDC,ARRIVAL,36:06.9,2.01
T0666,BDC,DEPARTURE,36:36.9,2.01
T0667,HWH,ARRIVAL,40:33.0,0.55
T0667,HWH,DEPARTURE,42:33.0,0.55
T0667,BLY,ARRIVAL,56:34.7,3.88
T0667,BLY,DEPARTURE,57:04.7,3.88
T0667,SRP,ARRIVAL,59:07.5,1.53
T0667,SRP,DEPARTURE,59:37.5,1.53
T0667,CGR,ARRIVAL,04:29.2,0.19
T0667,CGR,DEPARTURE,04:59.2,0.19
T0667,CNS,ARRIVAL,14:02.1,2.13
T0667,CNS,DEPARTURE,14:32.1,2.13
T0667,BDC,ARRIVAL,23:29.9,0.1
T0667,BDC,DEPARTURE,23:59.9,0.1
T0668,HWH,ARRIVAL,06:21.6,1.36
T0668,HWH,DEPARTURE,08:21.6,1.36
T0668,BLY,ARRIVAL,18:05.0,0.38
T0668,BLY,DEPARTURE,18:35.0,0.38
T0668,SRP,ARRIVAL,24:17.0,1.68
T0668,SRP,DEPARTURE,24:47.0,1.68
T0668,CGR,ARRIVAL,30:55.2,1.62
T0668,CGR,DEPARTURE,31:25.2,1.62
T0668,CNS,ARRIVAL,38:12.7,1.31
T0668,CNS,DEPARTURE,38:42.7,1.31
T0668,BDC,ARRIVAL,49:38.9,1.25
T0668,BDC,DEPARTURE,50:08.9,1.25
T0669,HWH,ARRIVAL,20:17.4,0.29
T0669,HWH,DEPARTURE,22:17.4,0.29
T0669,BLY,ARRIVAL,32:46.0,0.07
T0669,BLY,DEPARTURE,33:16.0,0.07
T0669,SRP,ARRIVAL,38:00.8,0.41
T0669,SRP,DEPARTURE,38:30.8,0.41
T0669,CGR,ARRIVAL,44:27.1,0.15
T0669,CGR,DEPARTURE,44:57.1,0.15
T0669,CNS,ARRIVAL,52:51.0,0.95
T0669,CNS,DEPARTURE,53:21.0,0.95
T0669,BDC,ARRIVAL,03:44.4,0.34
T0669,BDC,DEPARTURE,04:14.4,0.34
T0670,HWH,ARRIVAL,07:58.3,2.97
T0670,HWH,DEPARTURE,09:58.3,2.97
T0671,HWH,ARRIVAL,10:49.2,0.82
T0671,HWH,DEPARTURE,12:49.2,0.82
T0672,HWH,ARRIVAL,06:23.0,1.38
T0672,HWH,DEPARTURE,08:23.0,1.38
T0673,HWH,ARRIVAL,40:06.8,0.11
T0673,HWH,DEPARTURE,42:06.8,0.11
T0674,HWH,ARRIVAL,06:35.1,1.58
T0674,HWH,DEPARTURE,08:35.1,1.58
T0675,HWH,ARRIVAL,12:02.9,2.05
T0675,HWH,DEPARTURE,14:02.9,2.05
T0676,HWH,ARRIVAL,05:32.0,0.53
T0676,HWH,DEPARTURE,07:32.0,0.53
T0677,HWH,ARRIVAL,05:44.7,0.75
T0677,HWH,DEPARTURE,07:44.7,0.75
T0678,HWH,ARRIVAL,06:09.5,1.16
T0678,HWH,DEPARTURE,08:09.5,1.16
T0679,HWH,ARRIVAL,05:09.2,0.15
T0679,HWH,DEPARTURE,07:09.2,0.15
T0680,HWH,ARRIVAL,05:33.5,0.56
T0680,HWH,DEPARTURE,07:33.5,0.56
T0681,HWH,ARRIVAL,20:24.4,0.41
T0681,HWH,DEPARTURE,22:24.4,0.41
T0682,HWH,ARRIVAL,20:07.6,0.13
T0682,HWH,DEPARTURE,22:07.6,0.13
T0683,HWH,ARRIVAL,40:22.0,0.37
T0683,HWH,DEPARTURE,42:22.0,0.37
T0684,HWH,ARRIVAL,05:03.4,0.06
T0684,HWH,DEPARTURE,07:03.4,0.06
T0685,HWH,ARRIVAL,40:01.3,0.02
T0685,HWH,DEPARTURE,42:01.3,0.02
T0686,HWH,ARRIVAL,40:07.0,0.12
T0686,HWH,DEPARTURE,42:07.0,0.12
T0687,HWH,ARRIVAL,07:38.4,2.64
T0687,HWH,DEPARTURE,09:38.4,2.64
T0688,HWH,ARRIVAL,40:38.3,0.64
T0688,HWH,DEPARTURE,42:38.3,0.64
T0689,HWH,ARRIVAL,42:42.1,2.7
T0689,HWH,DEPARTURE,44:42.1,2.7
T0690,HWH,ARRIVAL,40:27.2,0.45
T0690,HWH,DEPARTURE,42:27.2,0.45
T0691,HWH,ARRIVAL,40:17.9,0.3
T0691,HWH,DEPARTURE,42:17.9,0.3
T0692,HWH,ARRIVAL,05:33.9,0.56
T0692,HWH,DEPARTURE,07:33.9,0.56
T0693,HWH,ARRIVAL,05:27.8,0.46
T0693,HWH,DEPARTURE,07:27.8,0.46
T0694,HWH,ARRIVAL,00:05.4,0.09
T0694,HWH,DEPARTURE,02:05.4,0.09
T0695,HWH,ARRIVAL,05:49.2,0.82
T0695,HWH,DEPARTURE,07:49.1,0.82
T0696,HWH,ARRIVAL,00:11.7,0.19
T0696,HWH,DEPARTURE,02:11.7,0.19
T0697,HWH,ARRIVAL,05:46.4,0.77
T0697,HWH,DEPARTURE,07:46.4,0.77
T0698,HWH,ARRIVAL,00:50.4,0.84
T0698,HWH,DEPARTURE,02:50.4,0.84
T0699,HWH,ARRIVAL,00:07.9,0.13
T0699,HWH,DEPARTURE,02:07.9,0.13
T0700,HWH,ARRIVAL,05:03.0,0.05
T0700,HWH,DEPARTURE,07:03.0,0.05
T0701,HWH,ARRIVAL,01:12.8,1.21
T0701,HWH,DEPARTURE,03:12.8,1.21
T0702,HWH,ARRIVAL,05:29.6,0.49
T0702,HWH,DEPARTURE,07:29.6,0.49
T0703,HWH,ARRIVAL,00:02.9,0.05
T0703,HWH,DEPARTURE,02:02.9,0.05
T0704,HWH,ARRIVAL,09:13.1,4.22
T0704,HWH,DEPARTURE,11:13.1,4.22
T0705,HWH,ARRIVAL,00:02.9,0.05
T0705,HWH,DEPARTURE,02:02.9,0.05
T0706,HWH,ARRIVAL,00:57.0,0.95
T0706,HWH,DEPARTURE,02:57.0,0.95
T0707,HWH,ARRIVAL,08:17.5,3.29
T0707,HWH,DEPARTURE,10:17.5,3.29
T0708,HWH,ARRIVAL,05:13.1,0.22
T0708,HWH,DEPARTURE,07:13.1,0.22
T0709,HWH,ARRIVAL,05:07.4,0.12
T0709,HWH,DEPARTURE,07:07.4,0.12
T0710,HWH,ARRIVAL,05:06.2,0.1
T0710,HWH,DEPARTURE,07:06.2,0.1
T0711,HWH,ARRIVAL,05:17.3,0.29
T0711,HWH,DEPARTURE,07:17.3,0.29
T0712,HWH,ARRIVAL,05:05.1,0.09
T0712,HWH,DEPARTURE,07:05.1,0.09
T0713,HWH,ARRIVAL,05:56.6,0.94
T0713,HWH,DEPARTURE,07:56.6,0.94
T0714,HWH,ARRIVAL,05:03.1,0.05
T0714,HWH,DEPARTURE,07:03.1,0.05
T0715,HWH,ARRIVAL,05:34.2,0.57
T0715,HWH,DEPARTURE,07:34.2,0.57
T0716,HWH,ARRIVAL,09:34.2,4.57
T0716,HWH,DEPARTURE,11:34.2,4.57
T0717,HWH,ARRIVAL,06:20.7,1.35
T0717,HWH,DEPARTURE,08:20.7,1.35
T0718,HWH,ARRIVAL,00:45.8,0.76
T0718,HWH,DEPARTURE,02:45.8,0.76
T0719,HWH,ARRIVAL,05:17.6,0.29
T0719,HWH,DEPARTURE,07:17.6,0.29
T0720,HWH,ARRIVAL,00:46.9,0.78
T0720,HWH,DEPARTURE,02:46.9,0.78
T0721,HWH,ARRIVAL,05:35.9,0.6
T0721,HWH,DEPARTURE,07:35.9,0.6
T0722,HWH,ARRIVAL,00:26.7,0.44
T0722,HWH,DEPARTURE,02:26.7,0.44
T0723,HWH,ARRIVAL,05:06.7,0.11
T0723,HWH,DEPARTURE,07:06.7,0.11
T0724,HWH,ARRIVAL,26:44.5,1.74
T0724,HWH,DEPARTURE,28:44.5,1.74
T0725,HWH,ARRIVAL,05:28.7,0.48
T0725,HWH,DEPARTURE,07:28.7,0.48
T0726,HWH,ARRIVAL,35:10.4,0.17
T0726,HWH,DEPARTURE,37:10.4,0.17
T0727,HWH,ARRIVAL,05:22.0,0.37
T0727,HWH,DEPARTURE,07:22.0,0.37
T0728,HWH,ARRIVAL,45:25.7,0.43
T0728,HWH,DEPARTURE,47:25.7,0.43
T0729,HWH,ARRIVAL,06:24.4,1.41
T0729,HWH,DEPARTURE,08:24.4,1.41
T0730,HWH,ARRIVAL,46:03.5,1.06
T0730,HWH,DEPARTURE,48:03.5,1.06
T0731,HWH,ARRIVAL,06:10.4,1.17
T0731,HWH,DEPARTURE,08:10.4,1.17
T0732,HWH,ARRIVAL,40:00.5,0.01
T0732,HWH,DEPARTURE,42:00.5,0.01
T0733,HWH,ARRIVAL,05:25.8,0.43
T0733,HWH,DEPARTURE,07:25.8,0.43
T0734,HWH,ARRIVAL,45:31.5,0.53
T0734,HWH,DEPARTURE,47:31.5,0.53
T0735,HWH,ARRIVAL,45:00.9,0.02
T0735,HWH,DEPARTURE,47:00.9,0.02
T0736,HWH,ARRIVAL,05:14.4,0.24
T0736,HWH,DEPARTURE,07:14.4,0.24
T0737,HWH,ARRIVAL,06:08.6,1.14
T0737,HWH,DEPARTURE,08:08.6,1.14
T0738,HWH,ARRIVAL,05:07.1,0.12
T0738,HWH,DEPARTURE,07:07.1,0.12
T0739,HWH,ARRIVAL,45:36.8,0.61
T0739,HWH,DEPARTURE,47:36.8,0.61
T0740,HWH,ARRIVAL,35:11.6,0.19
T0740,HWH,DEPARTURE,37:11.6,0.19
T0741,HWH,ARRIVAL,15:00.6,0.01
T0741,HWH,DEPARTURE,17:00.6,0.01
T0742,HWH,ARRIVAL,05:13.2,0.22
T0742,HWH,DEPARTURE,07:13.2,0.22
T0743,HWH,ARRIVAL,02:58.8,2.98
T0743,HWH,DEPARTURE,04:58.8,2.98
T0744,HWH,ARRIVAL,06:17.6,1.29
T0744,HWH,DEPARTURE,08:17.6,1.29
T0745,HWH,ARRIVAL,52:34.0,2.57
T0745,HWH,DEPARTURE,54:34.0,2.57
T0746,HWH,ARRIVAL,05:32.1,0.54
T0746,HWH,DEPARTURE,07:32.1,0.54
T0747,HWH,ARRIVAL,10:05.6,0.09
T0747,HWH,DEPARTURE,12:05.6,0.09
T0748,HWH,ARRIVAL,05:38.1,0.64
T0748,HWH,DEPARTURE,07:38.1,0.64
T0749,HWH,ARRIVAL,10:29.1,0.48
T0749,HWH,DEPARTURE,12:29.1,0.48
T0750,HWH,ARRIVAL,06:29.3,1.49
T0750,HWH,DEPARTURE,08:29.3,1.49
T0751,HWH,ARRIVAL,00:05.0,0.08
T0751,HWH,DEPARTURE,02:05.0,0.08
T0752,HWH,ARRIVAL,05:32.2,0.54
T0752,HWH,DEPARTURE,07:32.2,0.54
T0753,HWH,ARRIVAL,00:07.8,0.13
T0753,HWH,DEPARTURE,02:07.8,0.13
T0754,HWH,ARRIVAL,05:18.8,0.31
T0754,HWH,DEPARTURE,07:18.8,0.31
T0755,HWH,ARRIVAL,01:04.2,1.07
T0755,HWH,DEPARTURE,03:04.2,1.07
T0756,HWH,ARRIVAL,05:31.0,0.52
T0756,HWH,DEPARTURE,07:31.0,0.52
T0757,HWH,ARRIVAL,45:22.6,0.38
T0757,HWH,DEPARTURE,47:22.6,0.38
T0758,HWH,ARRIVAL,05:24.1,0.4
T0758,HWH,DEPARTURE,07:24.1,0.4
T0759,HWH,ARRIVAL,00:29.5,0.49
T0759,HWH,DEPARTURE,02:29.5,0.49
T0760,HWH,ARRIVAL,06:13.8,1.23
T0760,HWH,DEPARTURE,08:13.8,1.23
T0761,HWH,ARRIVAL,01:46.9,1.78
T0761,HWH,DEPARTURE,03:46.9,1.78
T0762,HWH,ARRIVAL,07:29.2,2.49
T0762,HWH,DEPARTURE,09:29.2,2.49
T0763,HWH,ARRIVAL,46:14.2,1.24
T0763,HWH,DEPARTURE,48:14.2,1.24
T0764,HWH,ARRIVAL,05:18.2,0.3
T0764,HWH,DEPARTURE,07:18.2,0.3
T0765,HWH,ARRIVAL,25:55.9,0.93
T0765,HWH,DEPARTURE,27:55.9,0.93
T0766,HWH,ARRIVAL,05:27.6,0.46
T0766,HWH,DEPARTURE,07:27.6,0.46
T0767,HWH,ARRIVAL,00:14.1,0.24
T0767,HWH,DEPARTURE,02:14.1,0.24
T0768,HWH,ARRIVAL,06:28.2,1.47
T0768,HWH,DEPARTURE,08:28.2,1.47
T0769,HWH,ARRIVAL,00:01.9,0.03
T0769,HWH,DEPARTURE,02:01.9,0.03
T0770,HWH,ARRIVAL,06:51.4,1.86
T0770,HWH,DEPARTURE,08:51.4,1.86
T0771,HWH,ARRIVAL,00:29.7,0.5
T0771,HWH,DEPARTURE,02:29.7,0.5
T0772,HWH,ARRIVAL,05:48.7,0.81
T0772,HWH,DEPARTURE,07:48.7,0.81
T0773,HWH,ARRIVAL,05:51.7,0.86
T0773,HWH,DEPARTURE,07:51.7,0.86
T0774,HWH,ARRIVAL,46:48.2,1.8
T0774,HWH,DEPARTURE,48:48.2,1.8
T0775,HWH,ARRIVAL,05:48.6,0.81
T0775,HWH,DEPARTURE,07:48.6,0.81
T0776,HWH,ARRIVAL,05:45.7,0.76
T0776,HWH,DEPARTURE,07:45.7,0.76
T0777,HWH,ARRIVAL,45:03.3,0.06
T0777,HWH,DEPARTURE,47:03.3,0.06
T0778,HWH,ARRIVAL,05:35.1,0.58
T0778,HWH,DEPARTURE,07:35.1,0.58
T0778,SRP,ARRIVAL,15:07.8,0.13
T0778,SRP,DEPARTURE,15:37.8,0.13
T0778,CGR,ARRIVAL,22:46.2,1.07
T0778,CGR,DEPARTURE,23:16.2,1.07
T0778,CNS,ARRIVAL,29:52.5,0.57
T0778,CNS,DEPARTURE,30:22.5,0.57
T0778,BDC,ARRIVAL,41:42.7,0.91
T0778,BDC,DEPARTURE,42:12.7,0.91
T0779,HWH,ARRIVAL,00:02.0,0.03
T0779,HWH,DEPARTURE,02:02.0,0.03
T0779,BLY,ARRIVAL,12:46.3,0.07
T0779,BLY,DEPARTURE,13:16.3,0.07
T0779,SRP,ARRIVAL,18:36.5,1.01
T0779,SRP,DEPARTURE,19:06.5,1.01
T0779,CGR,ARRIVAL,24:21.6,0.06
T0779,CGR,DEPARTURE,24:51.6,0.06
T0779,CNS,ARRIVAL,31:57.5,0.06
T0779,CNS,DEPARTURE,32:27.5,0.06
T0779,BDC,ARRIVAL,43:24.6,0.01
T0779,BDC,DEPARTURE,43:54.6,0.01
T0780,HWH,ARRIVAL,07:30.5,2.51
T0780,HWH,DEPARTURE,09:30.5,2.51
T0780,SRP,ARRIVAL,16:04.2,1.07
T0780,SRP,DEPARTURE,16:34.2,1.07
T0780,CGR,ARRIVAL,22:02.9,0.35
T0780,CGR,DEPARTURE,22:32.9,0.35
T0780,CNS,ARRIVAL,29:34.9,0.28
T0780,CNS,DEPARTURE,30:04.9,0.28
T0780,BDC,ARRIVAL,41:08.7,0.34
T0780,BDC,DEPARTURE,41:38.7,0.34
T0781,HWH,ARRIVAL,56:11.5,1.19
T0781,HWH,DEPARTURE,58:11.5,1.19
T0781,SRP,ARRIVAL,05:52.0,0.87
T0781,SRP,DEPARTURE,06:22.0,0.87
T0781,CGR,ARRIVAL,11:51.8,0.16
T0781,CGR,DEPARTURE,12:21.8,0.16
T0781,CNS,ARRIVAL,19:27.2,0.15
T0781,CNS,DEPARTURE,19:57.2,0.15
T0781,BDC,ARRIVAL,30:53.0,0.08
T0781,BDC,DEPARTURE,31:23.0,0.08
T0782,HWH,ARRIVAL,05:51.8,0.86
T0782,HWH,DEPARTURE,07:51.8,0.86
T0782,SRP,ARRIVAL,16:09.4,1.16
T0782,SRP,DEPARTURE,16:39.4,1.16
T0782,CGR,ARRIVAL,21:56.8,0.25
T0782,CGR,DEPARTURE,22:26.8,0.25
T0782,CNS,ARRIVAL,29:19.0,0.02
T0782,CNS,DEPARTURE,29:49.0,0.02
T0782,BDC,ARRIVAL,40:52.1,0.07
T0782,BDC,DEPARTURE,41:22.1,0.07
T0783,HWH,ARRIVAL,07:45.0,2.75
T0783,HWH,DEPARTURE,09:45.0,2.75
T0783,SRP,ARRIVAL,15:16.8,0.28
T0783,SRP,DEPARTURE,15:46.8,0.28
T0783,CGR,ARRIVAL,22:52.4,1.17
T0783,CGR,DEPARTURE,23:22.4,1.17
T0783,CNS,ARRIVAL,30:05.0,0.78
T0783,CNS,DEPARTURE,30:35.0,0.78
T0783,BDC,ARRIVAL,41:11.1,0.38
T0783,BDC,DEPARTURE,41:41.1,0.38
T0784,HWH,ARRIVAL,05:11.1,0.18
T0784,HWH,DEPARTURE,07:11.1,0.18
T0784,BDC,ARRIVAL,15:06.2,0.1
T0784,BDC,DEPARTURE,15:36.2,0.1
T0785,HWH,ARRIVAL,40:45.8,0.76
T0785,HWH,DEPARTURE,42:45.8,0.76
T0785,BDC,ARRIVAL,51:11.5,1.19
T0785,BDC,DEPARTURE,51:41.5,1.19
T0786,HWH,ARRIVAL,05:49.6,0.83
T0786,HWH,DEPARTURE,07:49.6,0.83
T0786,CGR,ARRIVAL,15:36.3,0.6
T0786,CGR,DEPARTURE,16:06.3,0.6
T0786,CNS,ARRIVAL,22:38.1,0.03
T0786,CNS,DEPARTURE,23:08.1,0.03
T0786,BDC,ARRIVAL,36:52.0,2.77
T0786,BDC,DEPARTURE,37:22.0,2.77
T0787,HWH,ARRIVAL,56:16.9,1.28
T0787,HWH,DEPARTURE,58:16.9,1.28
T0787,CGR,ARRIVAL,05:16.6,0.28
T0787,CGR,DEPARTURE,05:46.6,0.28
T0787,CNS,ARRIVAL,15:43.7,3.13
T0787,CNS,DEPARTURE,16:13.7,3.13
T0787,BDC,ARRIVAL,24:50.2,0.74
T0787,BDC,DEPARTURE,25:20.2,0.74
T0788,HWH,ARRIVAL,05:41.9,0.7
T0788,HWH,DEPARTURE,07:41.9,0.7
T0788,SRP,ARRIVAL,16:06.2,1.1
T0788,SRP,DEPARTURE,16:36.2,1.1
T0788,CGR,ARRIVAL,23:02.2,1.34
T0788,CGR,DEPARTURE,23:32.2,1.34
T0788,CNS,ARRIVAL,30:09.3,0.85
T0788,CNS,DEPARTURE,30:39.3,0.85
T0788,BDC,ARRIVAL,40:54.6,0.11
T0788,BDC,DEPARTURE,41:24.6,0.11
T0789,HWH,ARRIVAL,10:19.8,0.33
T0789,HWH,DEPARTURE,12:19.8,0.33
T0789,BLY,ARRIVAL,24:48.3,2.11
T0789,BLY,DEPARTURE,25:18.3,2.11
T0789,SRP,ARRIVAL,27:48.2,0.2
T0789,SRP,DEPARTURE,28:18.2,0.2
T0789,CGR,ARRIVAL,34:40.3,0.37
T0789,CGR,DEPARTURE,35:10.3,0.37
T0789,CNS,ARRIVAL,42:21.2,0.45
T0789,CNS,DEPARTURE,42:51.2,0.45
T0789,BDC,ARRIVAL,53:51.8,0.46
T0789,BDC,DEPARTURE,54:21.8,0.46
T0790,BDC,ARRIVAL,00:45.6,0.76
T0790,BDC,DEPARTURE,02:45.6,0.76
T0791,BDC,ARRIVAL,02:17.6,2.29
T0791,BDC,DEPARTURE,04:17.6,2.29
T0792,BDC,ARRIVAL,20:13.2,0.22
T0792,BDC,DEPARTURE,22:13.2,0.22
T0793,BDC,ARRIVAL,15:06.2,0.1
T0793,BDC,DEPARTURE,17:06.2,0.1
T0794,HWH,ARRIVAL,05:10.6,0.18
T0794,HWH,DEPARTURE,07:10.6,0.18
T0795,HWH,ARRIVAL,06:44.6,1.74
T0795,HWH,DEPARTURE,08:44.6,1.74
T0796,HWH,ARRIVAL,15:49.8,0.83
T0796,HWH,DEPARTURE,17:49.8,0.83
T0797,HWH,ARRIVAL,05:16.2,0.27
T0797,HWH,DEPARTURE,07:16.2,0.27
T0798,HWH,ARRIVAL,46:21.2,1.35
T0798,HWH,DEPARTURE,48:21.2,1.35
T0799,HWH,ARRIVAL,06:34.8,1.58
T0799,HWH,DEPARTURE,08:34.8,1.58
T0800,HWH,ARRIVAL,21:30.0,1.5
T0800,HWH,DEPARTURE,23:30.0,1.5
T0801,BDC,ARRIVAL,37:00.6,2.01
T0801,BDC,DEPARTURE,39:00.6,2.01
T0802,BDC,ARRIVAL,00:14.0,0.23
T0802,BDC,DEPARTURE,02:14.0,0.23
T0803,HWH,ARRIVAL,06:07.5,1.13
T0803,HWH,DEPARTURE,08:07.5,1.13
T0803,BDC,ARRIVAL,15:29.6,0.49
T0803,BDC,DEPARTURE,15:59.6,0.49
T0804,HWH,ARRIVAL,51:28.6,1.48
T0804,HWH,DEPARTURE,53:28.6,1.48
T0804,BLY,ARRIVAL,03:44.6,1.04
T0804,BLY,DEPARTURE,04:14.6,1.04
T0804,SRP,ARRIVAL,08:47.9,1.2
T0804,SRP,DEPARTURE,09:17.9,1.2
T0804,CGR,ARRIVAL,15:09.2,0.85
T0804,CGR,DEPARTURE,15:39.2,0.85
T0804,CNS,ARRIVAL,22:03.4,0.16
T0804,CNS,DEPARTURE,22:33.4,0.16
T0804,BDC,ARRIVAL,34:01.8,0.63
T0804,BDC,DEPARTURE,34:31.8,0.63
T0805,HWH,ARRIVAL,08:20.5,3.34
T0805,HWH,DEPARTURE,10:20.5,3.34
T0806,HWH,ARRIVAL,57:13.0,2.22
T0806,HWH,DEPARTURE,59:13.0,2.22
T0807,HWH,ARRIVAL,05:02.1,0.04
T0807,HWH,DEPARTURE,07:02.1,0.04
T0808,BDC,ARRIVAL,25:08.6,0.14
T0808,BDC,DEPARTURE,27:08.6,0.14
T0809,BDC,ARRIVAL,40:06.8,0.11
T0809,BDC,DEPARTURE,42:06.8,0.11
T0810,HWH,ARRIVAL,21:02.1,1.04
T0810,HWH,DEPARTURE,23:02.1,1.04
T0811,HWH,ARRIVAL,06:21.7,1.36
T0811,HWH,DEPARTURE,08:21.7,1.36
T0812,HWH,ARRIVAL,10:11.5,0.19
T0812,HWH,DEPARTURE,12:11.5,0.19
